ID, CT, Block, Trial, W, D, WR, A, time, error
1, Point, 1, 4, 48, 0.5, 1.5, 500, 1.05899, 0
1, Point, 1, 4, 48, 0.5, 1.5, 500, 1.153, 0
1, Point, 1, 4, 48, 0.5, 1.5, 200, 0.951996, 0
1, Point, 1, 4, 48, 0.5, 1.5, 500, 1.01801, 0
1, Point, 1, 4, 48, 0.5, 1.5, 350, 0.906998, 0
1, Point, 1, 5, 32, 0.5, 1.5, 350, 0.843994, 0
1, Point, 1, 5, 32, 0.5, 1.5, 500, 1.87901, 1
1, Point, 1, 5, 32, 0.5, 1.5, 200, 0.985001, 0
1, Point, 1, 5, 32, 0.5, 1.5, 500, 1.737, 1
1, Point, 1, 5, 32, 0.5, 1.5, 350, 2.90001, 3
1, Point, 1, 5, 32, 0.5, 1.5, 500, 1.55399, 0
1, Point, 1, 5, 32, 0.5, 1.5, 350, 0.914001, 0
1, Point, 1, 5, 32, 0.5, 1.5, 200, 1.168, 0
1, Point, 1, 5, 32, 0.5, 1.5, 200, 1.078, 0
1, Point, 1, 6, 48, 1, 1.5, 200, 1.28601, 0
1, Point, 1, 6, 48, 1, 1.5, 350, 0.985992, 0
1, Point, 1, 6, 48, 1, 1.5, 200, 1.427, 1
1, Point, 1, 6, 48, 1, 1.5, 500, 0.945999, 0
1, Point, 1, 6, 48, 1, 1.5, 350, 1.10301, 0
1, Point, 1, 6, 48, 1, 1.5, 200, 0.810989, 0
1, Point, 1, 6, 48, 1, 1.5, 500, 1.035, 0
1, Point, 1, 6, 48, 1, 1.5, 350, 1.04599, 0
1, Point, 1, 6, 48, 1, 1.5, 500, 1.065, 0
1, Point, 1, 7, 32, 0.5, 2.5, 350, 1.093, 0
1, Point, 1, 7, 32, 0.5, 2.5, 500, 1.076, 0
1, Point, 1, 7, 32, 0.5, 2.5, 500, 0.912994, 0
1, Point, 1, 7, 32, 0.5, 2.5, 350, 1.30501, 0
1, Point, 1, 7, 32, 0.5, 2.5, 200, 1.045, 0
1, Point, 1, 7, 32, 0.5, 2.5, 500, 1.03999, 0
1, Point, 1, 7, 32, 0.5, 2.5, 350, 1.132, 0
1, Point, 1, 7, 32, 0.5, 2.5, 200, 1.15001, 0
1, Point, 1, 7, 32, 0.5, 2.5, 200, 1.032, 0
1, Point, 2, 0, 32, 1, 1.5, 500, 1.19101, 0
1, Point, 2, 0, 32, 1, 1.5, 350, 0.947006, 0
1, Point, 2, 0, 32, 1, 1.5, 500, 1.41499, 0
1, Point, 2, 0, 32, 1, 1.5, 200, 1.24001, 0
1, Point, 2, 0, 32, 1, 1.5, 200, 1.884, 1
1, Point, 2, 0, 32, 1, 1.5, 500, 1.002, 0
1, Point, 2, 0, 32, 1, 1.5, 350, 1.474, 0
1, Point, 2, 0, 32, 1, 1.5, 350, 1.10201, 0
1, Point, 2, 0, 32, 1, 1.5, 200, 1.114, 0
1, Point, 2, 1, 48, 0.5, 2.5, 200, 0.862, 0
1, Point, 2, 1, 48, 0.5, 2.5, 500, 1.02301, 0
1, Point, 2, 1, 48, 0.5, 2.5, 200, 0.960999, 0
1, Point, 2, 1, 48, 0.5, 2.5, 350, 1.47501, 1
1, Point, 2, 1, 48, 0.5, 2.5, 200, 0.769012, 0
1, Point, 2, 1, 48, 0.5, 2.5, 500, 1.20001, 0
1, Point, 2, 1, 48, 0.5, 2.5, 350, 0.897003, 0
1, Point, 2, 1, 48, 0.5, 2.5, 500, 0.864014, 0
1, Point, 2, 1, 48, 0.5, 2.5, 350, 1.90601, 1
1, Point, 2, 2, 48, 1, 1.5, 500, 0.998993, 0
1, Point, 2, 2, 48, 1, 1.5, 350, 0.813995, 0
1, Point, 2, 2, 48, 1, 1.5, 200, 1.08499, 0
1, Point, 2, 2, 48, 1, 1.5, 200, 0.980011, 0
1, Point, 2, 2, 48, 1, 1.5, 500, 0.912994, 0
1, Point, 2, 2, 48, 1, 1.5, 200, 0.845001, 0
1, Point, 2, 2, 48, 1, 1.5, 350, 0.921997, 0
1, Point, 2, 2, 48, 1, 1.5, 350, 0.917999, 0
1, Point, 2, 2, 48, 1, 1.5, 500, 1.638, 1
1, Point, 2, 3, 32, 0.5, 1.5, 200, 1.13202, 0
1, Point, 2, 3, 32, 0.5, 1.5, 500, 1.01001, 0
1, Point, 2, 3, 32, 0.5, 1.5, 500, 1.396, 0
1, Point, 2, 3, 32, 0.5, 1.5, 350, 1.27902, 0
1, Point, 2, 3, 32, 0.5, 1.5, 500, 1.67401, 1
1, Point, 2, 3, 32, 0.5, 1.5, 200, 1.08298, 0
1, Point, 2, 3, 32, 0.5, 1.5, 350, 1.00601, 0
1, Point, 2, 3, 32, 0.5, 1.5, 350, 0.911987, 0
1, Point, 2, 3, 32, 0.5, 1.5, 200, 1.13101, 0
1, Point, 2, 4, 32, 0.5, 2.5, 350, 1.23001, 0
1, Point, 2, 4, 32, 0.5, 2.5, 500, 1.34, 0
1, Point, 2, 4, 32, 0.5, 2.5, 500, 1.30701, 0
1, Point, 2, 4, 32, 0.5, 2.5, 200, 0.876984, 0
1, Point, 2, 4, 32, 0.5, 2.5, 500, 1.33499, 0
1, Point, 2, 4, 32, 0.5, 2.5, 350, 1.62399, 1
1, Point, 2, 4, 32, 0.5, 2.5, 200, 1.078, 0
1, Point, 2, 4, 32, 0.5, 2.5, 200, 0.940002, 0
1, Point, 2, 4, 32, 0.5, 2.5, 350, 1.689, 1
1, Point, 2, 5, 32, 1, 2.5, 500, 1.061, 0
1, Point, 2, 5, 32, 1, 2.5, 350, 2.60501, 2
1, Point, 2, 5, 32, 1, 2.5, 350, 2.617, 1
1, Point, 2, 5, 32, 1, 2.5, 200, 1.16702, 0
1, Point, 2, 5, 32, 1, 2.5, 350, 1.30899, 0
1, Point, 2, 5, 32, 1, 2.5, 200, 1.035, 0
1, Point, 2, 5, 32, 1, 2.5, 500, 1.168, 0
1, Point, 2, 5, 32, 1, 2.5, 200, 1.05399, 0
1, Point, 2, 5, 32, 1, 2.5, 500, 1.34698, 0
1, Point, 2, 6, 48, 1, 2.5, 500, 1.06699, 0
1, Point, 2, 6, 48, 1, 2.5, 500, 1.18701, 0
1, Point, 2, 6, 48, 1, 2.5, 200, 1.01398, 0
1, Point, 2, 6, 48, 1, 2.5, 350, 1.03201, 0
1, Point, 2, 6, 48, 1, 2.5, 500, 1.461, 0
1, Point, 2, 6, 48, 1, 2.5, 350, 0.815002, 0
1, Point, 2, 6, 48, 1, 2.5, 200, 0.945984, 0
1, Point, 2, 6, 48, 1, 2.5, 350, 1.21701, 0
1, Point, 2, 6, 48, 1, 2.5, 200, 0.833984, 0
1, Point, 2, 7, 48, 0.5, 1.5, 200, 0.824005, 0
1, Point, 2, 7, 48, 0.5, 1.5, 350, 1.216, 0
1, Point, 2, 7, 48, 0.5, 1.5, 200, 0.828979, 0
1, Point, 2, 7, 48, 0.5, 1.5, 500, 1.01199, 0
1, Point, 2, 7, 48, 0.5, 1.5, 350, 0.932007, 0
1, Point, 2, 7, 48, 0.5, 1.5, 500, 0.942993, 0
1, Point, 2, 7, 48, 0.5, 1.5, 350, 1.08102, 0
1, Point, 2, 7, 48, 0.5, 1.5, 500, 0.962982, 0
1, Point, 2, 7, 48, 0.5, 1.5, 200, 0.998993, 0
1, Bubble, 0, 0, 32, 0.5, 2.5, 350, 0.723999, 0
1, Bubble, 0, 0, 32, 0.5, 2.5, 500, 1.07202, 0
1, Bubble, 0, 0, 32, 0.5, 2.5, 500, 0.86499, 0
1, Bubble, 0, 0, 32, 0.5, 2.5, 350, 0.77301, 0
1, Bubble, 0, 0, 32, 0.5, 2.5, 200, 0.695007, 0
1, Bubble, 0, 0, 32, 0.5, 2.5, 200, 0.677002, 0
1, Bubble, 0, 0, 32, 0.5, 2.5, 500, 0.881989, 0
1, Bubble, 0, 0, 32, 0.5, 2.5, 350, 0.811005, 0
1, Bubble, 0, 0, 32, 0.5, 2.5, 200, 0.751007, 0
1, Bubble, 0, 1, 48, 0.5, 2.5, 200, 0.794983, 0
1, Bubble, 0, 1, 48, 0.5, 2.5, 200, 0.678009, 0
1, Bubble, 0, 1, 48, 0.5, 2.5, 350, 0.794006, 0
1, Bubble, 0, 1, 48, 0.5, 2.5, 500, 0.776978, 0
1, Bubble, 0, 1, 48, 0.5, 2.5, 500, 0.949005, 0
1, Bubble, 0, 1, 48, 0.5, 2.5, 200, 0.69101, 0
1, Bubble, 0, 1, 48, 0.5, 2.5, 350, 0.692993, 0
1, Bubble, 0, 1, 48, 0.5, 2.5, 350, 0.859009, 0
1, Bubble, 0, 1, 48, 0.5, 2.5, 500, 0.807983, 0
1, Bubble, 0, 2, 48, 1, 1.5, 500, 0.82901, 0
1, Bubble, 0, 2, 48, 1, 1.5, 200, 0.816986, 0
1, Bubble, 0, 2, 48, 1, 1.5, 350, 0.825012, 0
1, Bubble, 0, 2, 48, 1, 1.5, 350, 0.914001, 0
1, Bubble, 0, 2, 48, 1, 1.5, 500, 0.867004, 0
1, Bubble, 0, 2, 48, 1, 1.5, 500, 1.08499, 0
1, Bubble, 0, 2, 48, 1, 1.5, 200, 1.04999, 0
1, Bubble, 0, 2, 48, 1, 1.5, 200, 0.840027, 0
1, Bubble, 0, 2, 48, 1, 1.5, 350, 0.745972, 0
1, Bubble, 0, 3, 32, 1, 2.5, 200, 0.876007, 0
1, Bubble, 0, 3, 32, 1, 2.5, 200, 0.967987, 0
1, Bubble, 0, 3, 32, 1, 2.5, 350, 1.03601, 0
1, Bubble, 0, 3, 32, 1, 2.5, 500, 1.05698, 0
1, Bubble, 0, 3, 32, 1, 2.5, 200, 0.899017, 0
1, Bubble, 0, 3, 32, 1, 2.5, 500, 0.953979, 0
1, Bubble, 0, 3, 32, 1, 2.5, 350, 0.998016, 0
1, Bubble, 0, 3, 32, 1, 2.5, 500, 0.881989, 0
1, Bubble, 0, 3, 32, 1, 2.5, 350, 0.800995, 0
1, Bubble, 0, 4, 48, 1, 2.5, 500, 0.787018, 0
1, Bubble, 0, 4, 48, 1, 2.5, 200, 0.673004, 0
1, Bubble, 0, 4, 48, 1, 2.5, 200, 0.712006, 0
1, Bubble, 0, 4, 48, 1, 2.5, 350, 0.772003, 0
1, Bubble, 0, 4, 48, 1, 2.5, 500, 0.792999, 0
1, Bubble, 0, 4, 48, 1, 2.5, 350, 0.777008, 0
1, Bubble, 0, 4, 48, 1, 2.5, 500, 1.01797, 0
1, Bubble, 0, 4, 48, 1, 2.5, 200, 0.661011, 0
1, Bubble, 0, 4, 48, 1, 2.5, 350, 0.79599, 0
1, Bubble, 0, 5, 32, 1, 1.5, 200, 0.764008, 0
1, Bubble, 0, 5, 32, 1, 1.5, 350, 0.951996, 0
1, Bubble, 0, 5, 32, 1, 1.5, 350, 0.848999, 0
1, Bubble, 0, 5, 32, 1, 1.5, 500, 0.901001, 0
1, Bubble, 0, 5, 32, 1, 1.5, 350, 1.108, 0
1, Bubble, 0, 5, 32, 1, 1.5, 500, 1.66501, 1
1, Bubble, 0, 5, 32, 1, 1.5, 200, 0.79599, 0
1, Bubble, 0, 5, 32, 1, 1.5, 200, 0.834015, 0
1, Bubble, 0, 5, 32, 1, 1.5, 500, 1.13699, 0
1, Bubble, 0, 6, 32, 0.5, 1.5, 350, 1.065, 0
1, Bubble, 0, 6, 32, 0.5, 1.5, 500, 1.04797, 0
1, Bubble, 0, 6, 32, 0.5, 1.5, 200, 0.792023, 0
1, Bubble, 0, 6, 32, 0.5, 1.5, 500, 0.958984, 0
1, Bubble, 0, 6, 32, 0.5, 1.5, 200, 0.744995, 0
1, Bubble, 0, 6, 32, 0.5, 1.5, 350, 1.02499, 0
1, Bubble, 0, 6, 32, 0.5, 1.5, 500, 1.03403, 0
1, Bubble, 0, 6, 32, 0.5, 1.5, 200, 0.742981, 0
1, Bubble, 0, 6, 32, 0.5, 1.5, 350, 0.825012, 0
1, Bubble, 0, 7, 48, 0.5, 1.5, 350, 0.725006, 0
1, Bubble, 0, 7, 48, 0.5, 1.5, 500, 0.84201, 0
1, Bubble, 0, 7, 48, 0.5, 1.5, 200, 0.673981, 0
1, Bubble, 0, 7, 48, 0.5, 1.5, 200, 0.732025, 0
1, Bubble, 0, 7, 48, 0.5, 1.5, 350, 0.757996, 0
1, Bubble, 0, 7, 48, 0.5, 1.5, 350, 0.895996, 0
1, Bubble, 0, 7, 48, 0.5, 1.5, 200, 0.73999, 0
1, Bubble, 0, 7, 48, 0.5, 1.5, 500, 0.811005, 0
1, Bubble, 0, 7, 48, 0.5, 1.5, 500, 0.850983, 0
1, Bubble, 1, 0, 48, 0.5, 1.5, 200, 0.745972, 0
1, Bubble, 1, 0, 48, 0.5, 1.5, 350, 0.809021, 0
1, Bubble, 1, 0, 48, 0.5, 1.5, 500, 0.945984, 0
1, Bubble, 1, 0, 48, 0.5, 1.5, 500, 0.84201, 0
1, Bubble, 1, 0, 48, 0.5, 1.5, 200, 0.759003, 0
1, Bubble, 1, 0, 48, 0.5, 1.5, 200, 0.643005, 0
1, Bubble, 1, 0, 48, 0.5, 1.5, 350, 0.812012, 0
1, Bubble, 1, 0, 48, 0.5, 1.5, 500, 1, 0
1, Bubble, 1, 0, 48, 0.5, 1.5, 350, 0.727997, 0
1, Bubble, 1, 1, 48, 1, 1.5, 500, 1.03201, 0
1, Bubble, 1, 1, 48, 1, 1.5, 500, 0.86499, 0
1, Bubble, 1, 1, 48, 1, 1.5, 200, 0.687988, 0
1, Bubble, 1, 1, 48, 1, 1.5, 500, 0.761993, 0
1, Bubble, 1, 1, 48, 1, 1.5, 200, 0.727997, 0
1, Bubble, 1, 1, 48, 1, 1.5, 350, 0.82901, 0
1, Bubble, 1, 1, 48, 1, 1.5, 350, 0.78299, 0
1, Bubble, 1, 1, 48, 1, 1.5, 200, 0.692017, 0
1, Bubble, 1, 1, 48, 1, 1.5, 350, 0.72699, 0
1, Bubble, 1, 2, 32, 1, 2.5, 500, 0.763, 0
1, Bubble, 1, 2, 32, 1, 2.5, 350, 1.10101, 0
1, Bubble, 1, 2, 32, 1, 2.5, 200, 0.845001, 0
1, Bubble, 1, 2, 32, 1, 2.5, 350, 1.155, 0
1, Bubble, 1, 2, 32, 1, 2.5, 200, 0.659973, 0
1, Bubble, 1, 2, 32, 1, 2.5, 500, 0.765015, 0
1, Bubble, 1, 2, 32, 1, 2.5, 500, 0.731995, 0
1, Bubble, 1, 2, 32, 1, 2.5, 350, 0.72699, 0
1, Bubble, 1, 2, 32, 1, 2.5, 200, 0.742981, 0
1, Bubble, 1, 3, 48, 1, 2.5, 500, 1.28198, 0
1, Bubble, 1, 3, 48, 1, 2.5, 500, 0.808014, 0
1, Bubble, 1, 3, 48, 1, 2.5, 350, 0.725006, 0
1, Bubble, 1, 3, 48, 1, 2.5, 200, 0.55899, 0
1, Bubble, 1, 3, 48, 1, 2.5, 350, 0.73999, 0
1, Bubble, 1, 3, 48, 1, 2.5, 200, 1.047, 1
1, Bubble, 1, 3, 48, 1, 2.5, 200, 0.610016, 0
1, Bubble, 1, 3, 48, 1, 2.5, 500, 0.692017, 0
1, Bubble, 1, 3, 48, 1, 2.5, 350, 0.707001, 0
1, Bubble, 1, 4, 32, 1, 1.5, 500, 1.05899, 0
1, Bubble, 1, 4, 32, 1, 1.5, 200, 0.809998, 0
1, Bubble, 1, 4, 32, 1, 1.5, 200, 0.833008, 0
1, Bubble, 1, 4, 32, 1, 1.5, 350, 0.798981, 0
1, Bubble, 1, 4, 32, 1, 1.5, 500, 0.987, 0
1, Bubble, 1, 4, 32, 1, 1.5, 350, 0.850006, 0
1, Bubble, 1, 4, 32, 1, 1.5, 350, 0.882996, 0
1, Bubble, 1, 4, 32, 1, 1.5, 200, 0.777008, 0
1, Bubble, 1, 4, 32, 1, 1.5, 500, 0.762024, 0
1, Bubble, 1, 5, 32, 0.5, 2.5, 500, 1.793, 1
1, Bubble, 1, 5, 32, 0.5, 2.5, 200, 0.829987, 0
1, Bubble, 1, 5, 32, 0.5, 2.5, 350, 0.705994, 0
1, Bubble, 1, 5, 32, 0.5, 2.5, 200, 0.675018, 0
1, Bubble, 1, 5, 32, 0.5, 2.5, 500, 1.082, 0
1, Bubble, 1, 5, 32, 0.5, 2.5, 500, 0.890991, 0
1, Bubble, 1, 5, 32, 0.5, 2.5, 200, 1.064, 0
1, Bubble, 1, 5, 32, 0.5, 2.5, 350, 0.738983, 0
1, Bubble, 1, 5, 32, 0.5, 2.5, 350, 0.675995, 0
1, Bubble, 1, 6, 32, 0.5, 1.5, 200, 0.908997, 0
1, Bubble, 1, 6, 32, 0.5, 1.5, 350, 1.013, 0
1, Bubble, 1, 6, 32, 0.5, 1.5, 200, 0.812988, 0
1, Bubble, 1, 6, 32, 0.5, 1.5, 500, 1.03497, 0
1, Bubble, 1, 6, 32, 0.5, 1.5, 350, 0.932007, 0
1, Bubble, 1, 6, 32, 0.5, 1.5, 200, 0.795044, 0
1, Bubble, 1, 6, 32, 0.5, 1.5, 350, 1.026, 0
1, Bubble, 1, 6, 32, 0.5, 1.5, 500, 1.04797, 0
1, Bubble, 1, 6, 32, 0.5, 1.5, 500, 0.861023, 0
1, Bubble, 1, 7, 48, 0.5, 2.5, 200, 0.690002, 0
1, Bubble, 1, 7, 48, 0.5, 2.5, 350, 0.828979, 0
1, Bubble, 1, 7, 48, 0.5, 2.5, 200, 0.658997, 0
1, Bubble, 1, 7, 48, 0.5, 2.5, 350, 0.76001, 0
1, Bubble, 1, 7, 48, 0.5, 2.5, 500, 0.859009, 0
1, Bubble, 1, 7, 48, 0.5, 2.5, 500, 0.79303, 0
1, Bubble, 1, 7, 48, 0.5, 2.5, 350, 0.773987, 0
1, Bubble, 1, 7, 48, 0.5, 2.5, 200, 0.677002, 0
1, Bubble, 1, 7, 48, 0.5, 2.5, 500, 0.759033, 0
1, Bubble, 2, 0, 48, 1, 2.5, 350, 0.843994, 0
1, Bubble, 2, 0, 48, 1, 2.5, 500, 0.812988, 0
1, Bubble, 2, 0, 48, 1, 2.5, 500, 0.761963, 0
1, Bubble, 2, 0, 48, 1, 2.5, 350, 0.859985, 0
1, Bubble, 2, 0, 48, 1, 2.5, 200, 0.777039, 0
1, Bubble, 2, 0, 48, 1, 2.5, 200, 0.690979, 0
1, Bubble, 2, 0, 48, 1, 2.5, 200, 0.677002, 0
1, Bubble, 2, 0, 48, 1, 2.5, 350, 0.827026, 0
1, Bubble, 2, 0, 48, 1, 2.5, 500, 0.763, 0
1, Bubble, 2, 1, 32, 0.5, 2.5, 350, 1.11298, 0
1, Bubble, 2, 1, 32, 0.5, 2.5, 500, 0.810974, 0
1, Bubble, 2, 1, 32, 0.5, 2.5, 200, 1.60901, 1
1, Bubble, 2, 1, 32, 0.5, 2.5, 350, 0.92804, 0
1, Bubble, 2, 1, 32, 0.5, 2.5, 500, 1.10999, 0
1, Bubble, 2, 1, 32, 0.5, 2.5, 200, 0.740967, 0
1, Bubble, 2, 1, 32, 0.5, 2.5, 350, 0.940002, 0
1, Bubble, 2, 1, 32, 0.5, 2.5, 200, 0.674011, 0
1, Bubble, 2, 1, 32, 0.5, 2.5, 500, 1.03296, 0
1, Bubble, 2, 2, 32, 1, 1.5, 350, 1, 0
1, Bubble, 2, 2, 32, 1, 1.5, 500, 1.08502, 0
1, Bubble, 2, 2, 32, 1, 1.5, 200, 0.850952, 0
1, Bubble, 2, 2, 32, 1, 1.5, 350, 0.915039, 0
1, Bubble, 2, 2, 32, 1, 1.5, 200, 1.03699, 0
1, Bubble, 2, 2, 32, 1, 1.5, 500, 0.901978, 0
1, Bubble, 2, 2, 32, 1, 1.5, 500, 0.981018, 0
1, Bubble, 2, 2, 32, 1, 1.5, 350, 0.953979, 0
1, Bubble, 2, 2, 32, 1, 1.5, 200, 0.702026, 0
1, Bubble, 2, 3, 48, 0.5, 1.5, 350, 0.777954, 0
1, Bubble, 2, 3, 48, 0.5, 1.5, 350, 0.848999, 0
1, Bubble, 2, 3, 48, 0.5, 1.5, 200, 0.877014, 0
1, Bubble, 2, 3, 48, 0.5, 1.5, 500, 0.862976, 0
